Theta,Phi_r,v_alh (q),m_alh (q),s_alh (q),Bay (q),Bay Lower,Bay Upper,,
59.31307198,0.631433637,0.152771575,0.358250955,2.886028688,0.041532982,0.026528888,0.062957541,,
66.23968395,0.682691011,0.161744045,0.400087691,2.878213774,0.037722328,0.024703722,0.05785341,,
84.28349232,0.741877856,0.122599933,0.509072294,2.855813848,0.031559991,0.014411459,0.056502779,,
86.3776894,0.674911193,0.110493022,0.521721244,2.897975841,0.044612462,0.028087574,0.069212778,,
87.20713173,0.612741922,0.105186681,0.526731076,2.939331945,0.056952804,0.031944948,0.089830246,,
56.30774654,0.692883062,0.145989512,0.340098789,2.868815031,0.034026846,0.022464496,0.052423409,,
34.62404849,0.709230672,0.070627557,0.209129253,2.857670059,0.028292174,0.017967555,0.04546326,,
11.98378161,0.656394939,0.013643501,0.072382041,2.827923923,0.022342095,0.014262546,0.034322969,,
34.69932012,0.707467588,0.070909409,0.209583894,2.857529259,0.028370456,0.018100824,0.045422422,,
84.86599093,0.64574243,0.119414941,0.512590585,2.914707012,0.049642694,0.030317212,0.077147515,,
80.08173725,0.717982428,0.141597159,0.483693693,2.869171778,0.035320801,0.020501004,0.058013289,,
47.12936959,0.648270828,0.117658617,0.284661392,2.866957813,0.035143508,0.023734211,0.052384247,,
48.33065579,0.635050263,0.121861593,0.291917161,2.869688079,0.036613963,0.024262043,0.054594137,,
27.80283146,0.732000627,0.046511637,0.167929102,2.859602529,0.026655037,0.015208292,0.045349836,,
40.90571011,0.680542464,0.094564474,0.247070489,2.85967586,0.031052956,0.02107567,0.047143043,,
64.30036445,0.639570319,0.160284036,0.388374201,2.890690484,0.042617783,0.02725582,0.064972906,,
36.21876531,0.74069952,0.076641775,0.218761342,2.860562773,0.027303087,0.015242139,0.046950751,,
16.91854849,0.702696443,0.01901211,0.102188033,2.849121789,0.024851961,0.015034708,0.040846907,,
48.67736209,0.629540982,0.123053046,0.294011267,2.870730862,0.037189105,0.024424809,0.055596424,,
20.28032203,0.69083835,0.02552063,0.122493145,2.847113054,0.025466113,0.016245191,0.04042537,,
87.68588004,0.730627834,0.101988677,0.529622715,2.862752739,0.034070323,0.017414172,0.05874076,,
35.13059226,0.703521429,0.072528513,0.212188777,2.857342305,0.028602482,0.01849249,0.045379123,,
81.86984744,0.633284524,0.134347132,0.494493879,2.918087245,0.050730378,0.030384011,0.078876171,,
20.29985969,0.6961608,0.025564385,0.122611153,2.848698859,0.025508211,0.016044145,0.040905141,,
17.02881048,0.691541198,0.019191644,0.102854015,2.845364093,0.024686628,0.015436178,0.03971856,,
55.52110161,0.722923274,0.143973544,0.335347454,2.862434637,0.030862572,0.01865263,0.050222484,,
70.14411705,0.622917432,0.161830815,0.423670467,2.905360178,0.047327369,0.028608592,0.073020328,,
51.00881075,0.704063154,0.130777668,0.308093217,2.864208307,0.031813678,0.020685473,0.049848553,,
20.68161152,0.59945888,0.026432209,0.124916934,2.820952774,0.025027766,0.015766503,0.037052956,,
3.41049266,0.703524877,0.019085631,0.020599376,2.843533547,0.022095083,0.011664119,0.038595499,,
55.64599391,0.744644044,0.144299827,0.336101803,2.85814573,0.028719694,0.015139297,0.049820823,,
11.79335028,0.622334814,0.013548525,0.071231836,2.813737323,0.021163902,0.013058482,0.031950598,,
30.88587483,0.643638245,0.05699626,0.186550684,2.846619319,0.029221825,0.020145466,0.04298217,,
60.82062783,0.685894817,0.155570443,0.367356592,2.873370023,0.035901669,0.023691521,0.055020915,,
8.822109652,0.709160669,0.013260646,0.053285542,2.848453234,0.023439731,0.012952662,0.040410515,,
11.45263318,0.648784188,0.013400884,0.069173904,2.824182373,0.021901386,0.013917619,0.033431589,,
5.549958658,0.698558697,0.01573736,0.03352175,2.841976248,0.022278403,0.012322494,0.038149069,,
89.6471216,0.73512778,0.087831059,0.541468614,2.859826266,0.033403666,0.016040284,0.058840726,,
34.83690917,0.708252547,0.071425185,0.210414931,2.857654835,0.028368168,0.018077593,0.045520816,,
81.5215651,0.705835135,0.135854151,0.492390253,2.876355586,0.037709288,0.022993477,0.060541797,,
26.42270746,0.654634634,0.042115914,0.159593153,2.843263729,0.027375019,0.018793813,0.04068628,,
67.78823086,0.7370184,0.162253666,0.409440914,2.859262493,0.030743831,0.016350863,0.052410734,,
19.71599547,0.63835145,0.024285001,0.119084613,2.830870709,0.024868162,0.016672378,0.036704484,,
44.84922387,0.627141623,0.109407423,0.270889312,2.865187245,0.035710961,0.023536454,0.05301335,,
74.21541654,0.651873244,0.157378555,0.448261116,2.898356965,0.044650129,0.028324653,0.06844513,,
73.4700959,0.696364308,0.1585673,0.443759379,2.877349742,0.037564654,0.023887275,0.05865155,,
71.48526456,0.729277095,0.160905228,0.431770998,2.862397076,0.032268871,0.017961468,0.054152888,,
74.13609717,0.615751459,0.157513344,0.447782027,2.915059154,0.050228296,0.02957834,0.078103333,,
19.03250532,0.721827619,0.022863045,0.114956332,2.856072567,0.025498202,0.014568133,0.043349007,,
43.39946453,0.72167532,0.104014796,0.262132766,2.860467534,0.029162568,0.017927559,0.047595891,,
43.63843271,0.686524652,0.104909995,0.263576134,2.861569946,0.031424067,0.021189649,0.048040684,,
80.14522386,0.713556819,0.141360239,0.484077152,2.871592831,0.036098138,0.021432125,0.058750334,,
26.72026465,0.623500637,0.043046057,0.161390398,2.837195693,0.027863835,0.01870177,0.040720901,,
83.83463041,0.621587582,0.124960027,0.506361168,2.92803531,0.053706778,0.031082253,0.084073162,,
40.57161627,0.729451685,0.093287703,0.245052562,2.860051639,0.028316629,0.016819592,0.047175458,,
60.28083029,0.672711897,0.154617706,0.364096215,2.876488624,0.037258069,0.024776232,0.05655781,,
24.19948011,0.633467831,0.035502435,0.14616486,2.835695226,0.026691614,0.018116221,0.039063335,,
36.92682961,0.702366444,0.079335516,0.223038051,2.858052564,0.02902076,0.018885464,0.045845254,,
63.88208389,0.733975776,0.159855105,0.385847787,2.860344457,0.03071501,0.017019655,0.051626843,,
46.14724277,0.693589404,0.114144342,0.278729346,2.862803332,0.031566554,0.021040434,0.048688041,,
83.76372105,0.649246889,0.125325427,0.505932875,2.911192949,0.048579,0.029957749,0.075344247,,
66.34124693,0.670391796,0.161795773,0.400701131,2.882602308,0.039369706,0.025878686,0.060030609,,
50.7962633,0.712253128,0.130095844,0.30680943,2.863047455,0.031075217,0.019717018,0.049612471,,
79.8002781,0.605703191,0.142629646,0.48199368,2.930220197,0.054619681,0.030725903,0.08582699,,
59.90007499,0.628990799,0.153912203,0.361796453,2.887522243,0.042055305,0.026647431,0.063826324,,
58.25884261,0.667177944,0.15056698,0.351883409,2.876030189,0.037249711,0.02485749,0.056430442,,
22.17341998,0.689219894,0.030050633,0.133927457,2.847835243,0.025924632,0.01675066,0.040821628,,
35.5371269,0.647974166,0.074060859,0.214644246,2.852893716,0.030846742,0.02121942,0.045671132,,
61.49732873,0.641629627,0.156684222,0.371443866,2.886333458,0.041261319,0.02667628,0.06265143,,
80.26125403,0.601639381,0.140923387,0.484777974,2.933337865,0.055555928,0.030870639,0.087498412,,
28.39927263,0.600272836,0.048472691,0.171531607,2.835564458,0.029017138,0.018646241,0.042562079,,
19.39370597,0.638564919,0.023604163,0.117137984,2.830505456,0.024740828,0.016566854,0.036553922,,
53.43263809,0.677746749,0.138189668,0.322733134,2.86966646,0.034749918,0.023368668,0.052749889,,
6.047738829,0.681771405,0.015159827,0.036528343,2.833952632,0.021549196,0.012505598,0.035504634,,
64.30875313,0.672070678,0.160292235,0.388424869,2.880216158,0.038538935,0.025407275,0.058768959,,
63.2824689,0.658977434,0.159172353,0.382226112,2.883337788,0.039835193,0.026169126,0.06059354,,
31.94694279,0.634456571,0.060780766,0.192959534,2.846744814,0.02988883,0.020368955,0.043811602,,
80.3409888,0.657548054,0.140620298,0.485259572,2.902433668,0.045873277,0.028894912,0.070871481,,
45.19630274,0.616791051,0.110683371,0.272985669,2.866250136,0.036565986,0.023609259,0.054551981,,
58.11884556,0.613134336,0.150259585,0.351037827,2.888589214,0.04298568,0.026379334,0.065511793,,
18.86206337,0.641871171,0.02252149,0.113926863,2.830834275,0.024565214,0.016460628,0.036382768,,
37.56063016,0.750076273,0.081755185,0.226866206,2.860966261,0.027006098,0.014305285,0.0474849,,
77.61757862,0.646002925,0.149667047,0.468810175,2.905379103,0.046850396,0.029245494,0.07220921,,
19.16455929,0.740912614,0.023131284,0.115753938,2.862065468,0.025717206,0.013496891,0.045516473,,
35.15169398,0.65623599,0.072607911,0.212316232,2.853158489,0.030391351,0.020966059,0.045184935,,
28.626889,0.663509955,0.049230222,0.17290641,2.847315634,0.027991501,0.019168396,0.042011908,,
13.59991664,0.719222985,0.014799701,0.082143496,2.854078451,0.024612498,0.013684424,0.042651802,,
26.07461263,0.609770124,0.041040642,0.15749066,2.833257826,0.027718286,0.018219873,0.040561944,,
20.94950552,0.623567953,0.027055667,0.126535013,2.82830821,0.025288691,0.016770923,0.037095386,,
83.12342674,0.746729545,0.128533782,0.502065498,2.853105161,0.03057161,0.013142833,0.055782192,,
66.69709241,0.673920738,0.161957007,0.402850438,2.881669188,0.039009587,0.025609801,0.059629212,,
28.44914236,0.602094587,0.048638239,0.17183282,2.835987714,0.029010929,0.01872883,0.042519756,,
68.70051479,0.602572442,0.162266331,0.414951109,2.910949596,0.049505229,0.028697243,0.076807281,,
1.992595773,0.73636665,0.022109513,0.012035278,2.861045185,0.023846472,0.010712333,0.0447133,,
47.38722397,0.731095608,0.11857009,0.286218833,2.860416507,0.029059667,0.017065842,0.048391266,,
22.53011074,0.666526901,0.030967173,0.136081869,2.842063536,0.02600648,0.017478854,0.039422943,,
10.28898646,0.620597357,0.013116684,0.062145478,2.81066114,0.020422616,0.012301339,0.031071406,,
79.53826755,0.724392285,0.143564712,0.480411136,2.865617527,0.034133708,0.01907564,0.05698084,,
17.94064808,0.645707777,0.02076784,0.108361514,2.830901142,0.024259191,0.016163001,0.036096285,,
74.01519837,0.660405487,0.157714978,0.447051798,2.894183225,0.043256633,0.027732152,0.066391235,,
37.19004097,0.701393325,0.080339554,0.224627847,2.858113131,0.029118379,0.01900903,0.045892051,,
1.286169304,0.650188784,0.023865137,0.007768463,2.812899917,0.018229038,0.009882111,0.02951791,,
65.92795464,0.693021041,0.161569586,0.398204846,2.874427321,0.036290905,0.023503916,0.056262832,,
53.67237824,0.73294999,0.138883726,0.324181165,2.86041685,0.029653367,0.017041924,0.04956119,,
30.97546949,0.719271281,0.057312745,0.187091836,2.857847417,0.027353847,0.016634984,0.045068513,,
25.33913405,0.654578683,0.038815951,0.15304837,2.842042801,0.026993541,0.018478998,0.040157468,,
6.632212713,0.640002928,0.014575741,0.040058565,2.814233257,0.019694025,0.011662324,0.030574627,,
84.72830354,0.639625426,0.120180334,0.511758953,2.918311785,0.0507352,0.030591125,0.078946211,,
44.45863962,0.649440783,0.107964119,0.268530183,2.863668429,0.034073953,0.023147234,0.050686431,,
7.697206582,0.671991243,0.013766936,0.046491128,2.830577436,0.021555658,0.012967818,0.034556915,,
78.1811746,0.660022568,0.148011796,0.472214295,2.898775054,0.044716699,0.028357512,0.068917151,,
25.09498555,0.615895426,0.038092092,0.151573713,2.832953034,0.027195011,0.018032038,0.039766079,,
18.32424442,0.620633732,0.021478655,0.110678436,2.82332752,0.024079516,0.01569927,0.035497754,,
25.28436945,0.648559847,0.038652936,0.152717591,2.840623743,0.027022407,0.018534575,0.039976468,,
50.81143127,0.682657174,0.130144659,0.306901045,2.866925194,0.033591521,0.022654447,0.05115465,,
6.665083605,0.687418511,0.014545875,0.040257105,2.837138986,0.021987963,0.012682054,0.03656086,,
43.35812182,0.670853819,0.103859694,0.261883056,2.861791159,0.032331154,0.022105264,0.048750397,,
80.61691006,0.710153527,0.139553223,0.486926137,2.873607507,0.036775365,0.022149476,0.059511774,,
