Theta,Phi_r,v_alh (q),m_alh (q),s_alh (q),Bay (q),Bay Lower,Bay Upper,,
16.93544363,0.709915912,0.019039462,0.10229008,2.851605222,0.024979317,0.014743791,0.041680549,,
29.80698949,0.661738835,0.053233722,0.180034217,2.848199098,0.028414212,0.019515674,0.04251617,,
35.65097685,0.61456299,0.074490971,0.2153319,2.850305823,0.032200355,0.021176611,0.047302085,,
52.75986404,0.677695194,0.136202793,0.318669579,2.869135953,0.034564319,0.023272823,0.05242947,,
82.73288219,0.654556586,0.130410818,0.499706608,2.906815931,0.047237195,0.029469169,0.073165904,,
35.50852874,0.616660817,0.073952884,0.214471514,2.85024207,0.032051517,0.021187029,0.047052568,,
6.223755661,0.747970758,0.014973312,0.037591484,2.866688578,0.024869371,0.011177768,0.046768576,,
31.31557753,0.652733939,0.058519443,0.189146088,2.84845648,0.029149402,0.020099158,0.043320917,,
17.10768713,0.692574144,0.019321559,0.10333043,2.845762718,0.024722842,0.015416434,0.039842119,,
58.65970309,0.671464051,0.151428395,0.354304607,2.875374572,0.036910463,0.024631295,0.055902037,,
2.633589825,0.61742408,0.020660852,0.015906883,2.796967051,0.016747842,0.008249641,0.02753874,,
26.2736974,0.603842588,0.041653903,0.158693132,2.832351086,0.027880495,0.018063135,0.04084249,,
49.06561565,0.692569721,0.124374975,0.296356319,2.864594997,0.032333863,0.021540154,0.049733051,,
24.96007854,0.633636603,0.037695332,0.150758874,2.836804008,0.027007037,0.018362914,0.039504157,,
49.5895755,0.633112562,0.126137449,0.299521036,2.871673377,0.037289436,0.024587515,0.055753204,,
10.324109,0.744105495,0.013120192,0.062357618,2.864232801,0.025018037,0.012030719,0.046099939,,
84.85249392,0.667051926,0.119490315,0.512509063,2.901522616,0.045641773,0.02866168,0.070619771,,
26.18161266,0.599778696,0.041369672,0.15813694,2.831320652,0.02787746,0.017880012,0.040896184,,
83.07007555,0.648079526,0.128793749,0.501743256,2.911039882,0.048535869,0.029936049,0.075239476,,
29.32518956,0.686146884,0.051584287,0.177124145,2.851854674,0.02776211,0.018481521,0.043175568,,
70.36561721,0.64632509,0.161713162,0.425008328,2.89610491,0.044059266,0.028064702,0.067420247,,
22.15686217,0.599378164,0.030008554,0.133827448,2.82369023,0.025792936,0.01631977,0.038064052,,
60.27920122,0.664334833,0.154614746,0.364086375,2.878706576,0.038208056,0.025353294,0.057957006,,
29.13445924,0.611679026,0.050936917,0.175972134,2.838897591,0.029173072,0.019276349,0.042666558,,
45.82432163,0.6915413,0.112975096,0.276778903,2.862741667,0.031633806,0.021174024,0.04871331,,
60.64327312,0.691607753,0.155263624,0.36628537,2.871708032,0.035201398,0.023120368,0.05433649,,
52.99942547,0.601075322,0.136916796,0.32011653,2.881753536,0.041644649,0.025264467,0.063076257,,
51.8652534,0.64042767,0.133475123,0.313266131,2.873859026,0.037594648,0.024863778,0.056387304,,
5.911275209,0.659569583,0.015310771,0.035704102,2.822904982,0.020393815,0.012132467,0.032371671,,
22.4169149,0.680821094,0.030674233,0.135398166,2.845755171,0.025979736,0.017088634,0.040321344,,
51.46553609,0.64126747,0.132226306,0.310851838,2.873210522,0.037363664,0.02474494,0.056001887,,
1.648548649,0.639973357,0.022943524,0.009957234,2.807717078,0.017715786,0.009437594,0.0286269,,
22.55798296,0.748157158,0.031039598,0.136250217,2.863693423,0.026032557,0.013468832,0.046465357,,
20.62667155,0.601713851,0.026305815,0.124585096,2.821500425,0.025012867,0.015828704,0.036959543,,
22.48704991,0.749095466,0.03085551,0.135821781,2.863957034,0.026027945,0.013399108,0.046572095,,
48.20485496,0.602630202,0.121426794,0.291157324,2.872574485,0.039060984,0.024164203,0.058724378,,
52.37643186,0.640065926,0.13504537,0.316353648,2.87459314,0.037829141,0.024983549,0.05674675,,
81.80981949,0.672018297,0.134610192,0.49413131,2.895755261,0.043797434,0.02784282,0.06764872,,
34.74279441,0.617497222,0.071072299,0.209846478,2.849058839,0.031663452,0.021009306,0.046486694,,
83.39210254,0.616182094,0.127207425,0.503688299,2.930567995,0.054496536,0.03118859,0.085495802,,
58.67589105,0.635082258,0.151462592,0.354402382,2.884212057,0.040867493,0.026297373,0.061942336,,
82.13943563,0.746677718,0.133148592,0.496122191,2.853300189,0.030507155,0.013280863,0.055569211,,
75.01248915,0.654346183,0.155912965,0.453075434,2.898117168,0.044547333,0.028279694,0.068443937,,
61.88241991,0.683268797,0.15727703,0.373769816,2.874853906,0.036486542,0.024066391,0.05581123,,
32.04953096,0.704787742,0.061150687,0.193579167,2.856165207,0.027934429,0.017887896,0.044642279,,
21.69994029,0.710689718,0.028864023,0.131067639,2.853469365,0.025867141,0.015614191,0.042567954,,
20.0152292,0.702259174,0.024933372,0.120891984,2.850374278,0.025491522,0.015703121,0.041359599,,
85.69564537,0.647626027,0.114636886,0.517601698,2.914571807,0.049599376,0.030380687,0.077009898,,
86.27164588,0.61258485,0.111150226,0.521080741,2.937790532,0.056535093,0.031781244,0.089083106,,
65.23482362,0.639035084,0.161098025,0.394018335,2.892129919,0.043058301,0.027412728,0.065741879,,
79.54163857,0.627921937,0.143552841,0.480431497,2.917629069,0.050679674,0.030113772,0.07878754,,
82.70965468,0.616404749,0.130520562,0.499566314,2.929275097,0.054136596,0.031044361,0.084885021,,
46.04005769,0.599011691,0.113756959,0.278081948,2.868784651,0.038213978,0.023534669,0.05736849,,
56.61537216,0.740798942,0.14675207,0.341956848,2.858825244,0.029192257,0.015822444,0.04998057,,
37.68790481,0.738512951,0.082241832,0.227634945,2.860322589,0.027539127,0.015593348,0.047140239,,
37.66416879,0.603044886,0.082151059,0.227491579,2.853069492,0.033674961,0.021468475,0.049791429,,
3.458602678,0.62213196,0.018994505,0.02088996,2.80074942,0.017403112,0.009046767,0.028019151,,
39.04393144,0.616906273,0.087435912,0.235825346,2.856084446,0.033690092,0.022132003,0.049666635,,
60.61408304,0.638958289,0.155212541,0.366109062,2.885893485,0.04122117,0.026553236,0.062556509,,
37.97839495,0.626953116,0.083353298,0.229389505,2.854821994,0.032728623,0.021934147,0.048200186,,
78.51687092,0.74237481,0.1469729,0.4742419,2.856136088,0.030959777,0.014638968,0.05480679,,
29.93066572,0.60829692,0.053660301,0.180781221,2.839716362,0.02963121,0.019438043,0.043347289,,
11.94138419,0.628135981,0.013621588,0.072125961,2.816331197,0.021417313,0.0133888,0.032225262,,
73.04028217,0.607760546,0.159174496,0.441163304,2.916799128,0.050927599,0.029398808,0.079266585,,
60.65531265,0.74774796,0.155284646,0.366358088,2.856614959,0.028770929,0.014446605,0.050481602,,
21.76375341,0.738105142,0.029021921,0.131453071,2.861062302,0.025950264,0.014023949,0.045403194,,
48.28061304,0.706707875,0.121688789,0.291614903,2.862783776,0.031053977,0.02007295,0.048954236,,
36.16671047,0.661481404,0.076444215,0.218446931,2.854662595,0.030530218,0.021029139,0.045577465,,
84.49737988,0.624791718,0.121446557,0.510364174,2.927133845,0.053408995,0.031070971,0.083489548,,
54.65988818,0.629663801,0.141661837,0.330145725,2.879570695,0.039738348,0.0256715,0.059886888,,
14.25503351,0.664137025,0.015441338,0.086100402,2.833315072,0.02332596,0.015074863,0.035923098,,
45.19336074,0.714735448,0.110672582,0.272967899,2.861155203,0.029904373,0.018870407,0.047938042,,
77.63011493,0.63639191,0.149631432,0.468885894,2.910344099,0.048448149,0.029582881,0.074985148,,
60.4347003,0.643559222,0.154895004,0.36502559,2.884418438,0.040625284,0.026427597,0.061651232,,
75.82068685,0.688551332,0.154217298,0.457956949,2.882406188,0.039349976,0.025104678,0.061048938,,
22.53593825,0.632190689,0.030982306,0.136117067,2.833020322,0.025998788,0.017553619,0.038110142,,
79.95162393,0.686104417,0.142078077,0.482907809,2.886430387,0.040806513,0.025918782,0.063301433,,
68.00501986,0.655437567,0.162276388,0.41075032,2.889722884,0.041922031,0.027172864,0.064055712,,
65.60223799,0.600547693,0.161362248,0.396237517,2.905811702,0.048189281,0.027970787,0.074498266,,
31.18869628,0.65786032,0.058068303,0.188379726,2.849048451,0.028971706,0.019971726,0.043214363,,
79.88922574,0.738278133,0.142306501,0.482530923,2.85819087,0.03178755,0.015665102,0.055611264,,
57.41814397,0.640808208,0.148671143,0.34680559,2.881154088,0.039749752,0.025932998,0.06011127,,
76.66555292,0.64543272,0.15221391,0.46305994,2.90446273,0.046582918,0.029125168,0.071807434,,
32.48743104,0.605460402,0.062737105,0.196224083,2.843860817,0.030973709,0.020097889,0.045408021,,
13.1086882,0.690901383,0.014383087,0.079176477,2.842753588,0.023722508,0.014440823,0.038548321,,
29.91034622,0.727342112,0.053590129,0.180658491,2.85892629,0.027008769,0.015816308,0.045382207,,
40.97379126,0.650114802,0.094824442,0.247481699,2.859507518,0.032753818,0.022422771,0.048697358,,
48.00666376,0.632582209,0.120739175,0.289960249,2.869460295,0.036669394,0.024252545,0.054741467,,
45.97282941,0.744048805,0.11351362,0.27767589,2.859531405,0.027975776,0.015236794,0.048136711,,
49.14491332,0.711133299,0.124643324,0.296835276,2.862647868,0.030869367,0.019666888,0.049093505,,
75.75351887,0.68345065,0.154366379,0.457551254,2.884831826,0.04014975,0.025749396,0.062008709,,
15.30911216,0.642740649,0.016674167,0.092467037,2.826578623,0.023195401,0.015188584,0.034628621,,
28.44461657,0.629556172,0.048623205,0.171805484,2.840961974,0.02852727,0.019348772,0.041683375,,
79.97476414,0.706569772,0.141993003,0.483047575,2.875328148,0.03727578,0.022748728,0.059883655,,
50.44123841,0.67639034,0.128946418,0.30466508,2.867442676,0.034017551,0.023009027,0.051553607,,
52.50508833,0.676205331,0.135435713,0.317130734,2.869162515,0.03462636,0.023377306,0.052489481,,
43.02562902,0.606669248,0.102609995,0.259874799,2.862876032,0.036175492,0.022970022,0.053969349,,
49.40771715,0.674897461,0.125528589,0.298422612,2.866762188,0.033841492,0.02295486,0.051288839,,
17.82717575,0.723218971,0.020562922,0.107676142,2.856316296,0.025337542,0.014292689,0.043362187,,
49.21802095,0.742521968,0.124890223,0.297276847,2.859271376,0.028367561,0.015500592,0.048629176,,
89.74558151,0.611799781,0.087074754,0.542063312,2.944449834,0.058358567,0.032419167,0.092298474,,
50.94428156,0.693409307,0.130571174,0.307703461,2.865594562,0.032709644,0.021703292,0.050339057,,
3.996221905,0.683634832,0.018026478,0.02413718,2.833415214,0.021098476,0.011875217,0.035268168,,
71.67920799,0.733732624,0.160728518,0.432942416,2.860525822,0.031635013,0.017018412,0.053657682,,
35.68278859,0.712093571,0.074611225,0.215524043,2.85828041,0.02837854,0.017891766,0.045680147,,
13.83085337,0.745394747,0.01501477,0.083538354,2.864270066,0.025342775,0.012516712,0.046217825,,
77.62678256,0.744581063,0.149640904,0.468865767,2.855116161,0.030515724,0.014148241,0.054394965,,
17.817593,0.630316601,0.02054573,0.107618262,2.825700077,0.023989388,0.01583989,0.035410596,,
82.86906509,0.708064596,0.129763122,0.500529153,2.875603532,0.037571615,0.022663271,0.06067847,,
39.76168414,0.677749393,0.090187043,0.240160572,2.858740301,0.030883242,0.021045844,0.046812298,,
66.85117513,0.62859207,0.162017092,0.403781098,2.898080488,0.045095709,0.027880232,0.069193917,,
49.22962653,0.625521629,0.124929373,0.297346944,2.871985612,0.037747733,0.024569601,0.056550368,,
23.09641235,0.607816724,0.03246116,0.139502331,2.827599545,0.026268647,0.017035894,0.03845771,,
60.3981157,0.718986845,0.154829483,0.364804619,2.864284366,0.032026022,0.019493955,0.051822372,,
86.21212958,0.645692944,0.111516986,0.520721263,2.91644929,0.050162731,0.030502089,0.078096306,,
69.26732701,0.728544351,0.162163003,0.418374655,2.862514049,0.032088975,0.018117166,0.053531615,,
54.36161969,0.689853871,0.140836721,0.328344183,2.868219378,0.033854872,0.02251861,0.051946112,,
89.15652974,0.70001735,0.091533917,0.53850544,2.883378099,0.040388787,0.024599969,0.064544,,
23.87940006,0.640584435,0.034602588,0.144231576,2.836986715,0.026531541,0.018115583,0.038984977,,
5.610733912,0.66635499,0.015662859,0.033888833,2.825961845,0.020640318,0.012178507,0.03306547,,
2.89177795,0.659356615,0.020115583,0.017466339,2.81965548,0.019361749,0.010921389,0.031311543,,
63.96190916,0.631873156,0.159939995,0.386329931,2.892685183,0.043441873,0.027316903,0.066299955,,
74.72091283,0.724738893,0.156472662,0.451314313,2.864759092,0.033393966,0.018948476,0.055535588,,
57.15904837,0.691996349,0.14806314,0.345240652,2.869510774,0.034321058,0.02263851,0.052806418,,
81.45239377,0.601024416,0.136147933,0.491972458,2.935970263,0.056275016,0.031071308,0.08881654,,
62.81784426,0.722779088,0.158589424,0.379419779,2.863682687,0.031950391,0.018980832,0.052178853,,
33.38591818,0.611699475,0.066027093,0.201650946,2.846184372,0.031221287,0.020511863,0.045733247,,
16.31324625,0.658015165,0.018070101,0.098532007,2.833191426,0.023875997,0.015696871,0.036268515,,
83.21827307,0.684087574,0.128068834,0.502638369,2.889867672,0.042016394,0.026526693,0.065207737,,
9.3237435,0.596390534,0.013146848,0.056315411,2.798447417,0.019012868,0.010068089,0.030326909,,
48.86895634,0.696792501,0.123707043,0.295168496,2.864041385,0.031953104,0.021171272,0.049536231,,
28.26071327,0.697849777,0.04801399,0.170694708,2.853296346,0.027289348,0.017661167,0.043415442,,
24.42735068,0.696733095,0.036151448,0.147541198,2.851056185,0.026443444,0.016923339,0.042104578,,
58.12513667,0.620635611,0.150273471,0.351075826,2.886834336,0.042186272,0.026376954,0.064176125,,
20.81132437,0.63499195,0.026732609,0.125700399,2.831370914,0.025289594,0.017001611,0.037210975,,
82.47285961,0.633691678,0.131627299,0.498136072,2.918723098,0.050908296,0.030468874,0.079200988,,
36.54395182,0.744586423,0.077877478,0.220725469,2.860804868,0.027170371,0.014860584,0.047258304,,
60.96378121,0.605707386,0.155813614,0.368221238,2.895539595,0.045202237,0.026966674,0.069256837,,
65.49801456,0.661915291,0.161290547,0.395608008,2.884711682,0.04020759,0.026331738,0.061294581,,
61.46475252,0.730767108,0.156632696,0.371247105,2.861218568,0.030816449,0.01755815,0.051269815,,
81.30602168,0.714928909,0.136763591,0.491088371,2.871169393,0.036058559,0.021188154,0.058997306,,
20.80177772,0.723171995,0.026710405,0.125642737,2.856780459,0.025770976,0.014780493,0.043694709,,
7.744909022,0.746488882,0.013738292,0.04677925,2.865702637,0.024911228,0.011463786,0.046483715,,
4.991912754,0.655457938,0.016473852,0.030151153,2.819875512,0.019864913,0.011637616,0.031541443,,
79.00597354,0.643382361,0.145387623,0.47719608,2.908533478,0.047821107,0.029594638,0.07396395,,
87.59583449,0.599970617,0.102597796,0.52907884,2.948509797,0.059639248,0.032229419,0.094818841,,
27.22738871,0.618543013,0.044653918,0.164453428,2.836996635,0.028158876,0.018799494,0.041143283,,
62.41625312,0.68264948,0.158048435,0.376994169,2.875423245,0.036702899,0.024196273,0.056132968,,
0.802150575,0.619731989,0.025165913,0.004844989,2.795311013,0.016048732,0.007481546,0.026955371,,
16.97683591,0.70976906,0.019106715,0.102540089,2.851569254,0.024984511,0.014760389,0.041659259,,
62.03469442,0.600993393,0.157503085,0.374689554,2.898875472,0.0462974,0.027172064,0.071205802,,
5.929842538,0.635576336,0.015289907,0.035816249,2.811147186,0.01919274,0.01117323,0.029917228,,
42.16590449,0.703412506,0.099361409,0.254682063,2.860415512,0.030052239,0.019622818,0.047350104,,
59.63249379,0.634956239,0.153400142,0.360180263,2.88559138,0.04127509,0.026472793,0.062607841,,
68.93623542,0.708595128,0.162233846,0.416374862,2.870175628,0.034829914,0.021686124,0.055450198,,
40.84343224,0.750156419,0.0943266,0.246694331,2.860259165,0.027214635,0.014372103,0.04774789,,
56.72556355,0.719226263,0.147021604,0.342622404,2.863423692,0.031419131,0.019252872,0.05068045,,
48.56180666,0.648389597,0.122657073,0.293313312,2.868685626,0.035666598,0.02399694,0.05320994,,
4.707519487,0.7353321,0.016885873,0.028433418,2.860448109,0.024078868,0.011304131,0.044541094,,
66.85242185,0.603163567,0.162017554,0.403788628,2.9072553,0.048485094,0.028262881,0.074976277,,
15.51257243,0.708011062,0.016939861,0.093695937,2.850421427,0.024673979,0.01452974,0.041227155,,
2.862497811,0.598828955,0.020176324,0.017289487,2.787506867,0.015746603,0.006625303,0.027326379,,
40.60511247,0.622360835,0.093415784,0.245254879,2.858726675,0.034122377,0.022539379,0.050319427,,
77.90738286,0.748868341,0.148829758,0.470560592,2.852893911,0.029824381,0.013026672,0.054120099,,
13.57464939,0.651353692,0.014776911,0.081990882,2.827699952,0.022756862,0.014762693,0.034583466,,
1.157178071,0.722869703,0.024203957,0.006989356,2.853443344,0.022884483,0.010820108,0.042085372,,
9.898131219,0.653719093,0.013099324,0.059784713,2.82449175,0.021515364,0.013467239,0.03324054,,
32.72932029,0.725908427,0.063618368,0.197685095,2.859040669,0.027428386,0.016324991,0.045740368,,
52.2154683,0.745422396,0.134554227,0.315381429,2.858506883,0.028371619,0.015046956,0.049075241,,
17.37109206,0.662969439,0.019764304,0.104921396,2.835977721,0.024316573,0.016017573,0.037101268,,
72.17676045,0.682234734,0.160224597,0.435947633,2.882769152,0.039381174,0.025474461,0.060652011,,
67.79674085,0.693016305,0.162254788,0.409492315,2.875526168,0.036734078,0.023699965,0.056969339,,
62.62772549,0.740660295,0.158337566,0.378271462,2.858352153,0.029767045,0.015788057,0.051084045,,
43.87228275,0.63514938,0.10578377,0.264988588,2.863444773,0.034773022,0.023267717,0.051575081,,
32.86952596,0.690310402,0.064130719,0.198531937,2.854762172,0.028546333,0.01897728,0.044424351,,
33.80279589,0.645726468,0.067568095,0.204168887,2.850550667,0.030276311,0.020851186,0.044663278,,
45.27634815,0.628954803,0.110976715,0.273469143,2.865735853,0.035773149,0.023646718,0.053148281,,
6.958321819,0.608413605,0.014293365,0.042028264,2.799654761,0.018331676,0.009867002,0.029208263,,
61.40749166,0.69178261,0.15654161,0.37090125,2.872122386,0.035365185,0.023196099,0.054628859,,
31.63567896,0.732452501,0.059662578,0.191079501,2.859809574,0.027100165,0.015627067,0.046078368,,
20.22829001,0.649876734,0.025404419,0.122178872,2.834957365,0.025157221,0.016967506,0.037378492,,
25.04943634,0.681195224,0.037957874,0.151298596,2.847819272,0.026697169,0.017747221,0.041344659,,
16.22648568,0.695116019,0.017941192,0.098007973,2.846140635,0.024562023,0.015120856,0.039889932,,
81.1411277,0.659719568,0.13744741,0.490092411,2.902087015,0.045765383,0.028828985,0.070689428,,
15.21337647,0.735760926,0.016552211,0.091888794,2.860512065,0.025236695,0.013209223,0.044809708,,
79.4633507,0.651644703,0.143827477,0.479958638,2.904659756,0.046582718,0.029179242,0.071872004,,
51.50190564,0.614651684,0.132340676,0.31107151,2.877012576,0.039693814,0.02499562,0.059899363,,
78.07058598,0.617609568,0.148345346,0.471546339,2.920778366,0.051765689,0.030209045,0.080740165,,
42.66577952,0.733817445,0.101253094,0.257701308,2.860133539,0.028319003,0.016457539,0.047689699,,
83.48703475,0.748934051,0.12673191,0.50426169,2.851749969,0.03019456,0.012442986,0.055707969,,
19.03416692,0.64015873,0.022866401,0.114966368,2.830522487,0.02461395,0.016501033,0.036424679,,
49.92225776,0.617544584,0.127243155,0.301530437,2.873997059,0.038708753,0.024698606,0.058190433,,
11.32548215,0.670232231,0.013353171,0.068405912,2.832997966,0.022584855,0.014124533,0.035527796,,
40.24982567,0.705602567,0.092056559,0.243108947,2.8596136,0.029542214,0.01913533,0.046829676,,
51.2913327,0.690489893,0.131676458,0.309799649,2.866197601,0.033043588,0.02204586,0.050687731,,
54.51077,0.743192433,0.141250864,0.329245051,2.858568668,0.028766943,0.015413828,0.049543764,,
32.89759172,0.722446239,0.064233412,0.198701454,2.858644661,0.027558701,0.016619842,0.045532432,,
6.870207795,0.730412069,0.014366615,0.041496055,2.858042404,0.024081606,0.011979623,0.043780392,,
58.97934642,0.67948341,0.15209505,0.356235252,2.873683729,0.036128445,0.024010939,0.055056246,,
43.95886744,0.64612402,0.106106703,0.265511559,2.86318552,0.034103174,0.023140305,0.050684236,,
12.319098,0.704390123,0.013832219,0.074407352,2.847757251,0.023949533,0.013948822,0.040265169,,
84.22883725,0.663516653,0.12289167,0.508742177,2.903071436,0.04610155,0.028883085,0.071320091,,
86.0101796,0.63997456,0.11275029,0.519501485,2.919832563,0.051178326,0.030782,0.079776087,,
77.09456518,0.618893319,0.151104599,0.465651174,2.918489597,0.051102057,0.02995816,0.079548707,,
75.94814705,0.677337227,0.153930297,0.458726808,2.887952293,0.041183753,0.026538364,0.063429527,,
8.880414828,0.687665855,0.013243918,0.053637706,2.838707512,0.022560202,0.013315773,0.037186033,,
89.40780986,0.683703052,0.089650931,0.540023172,2.894567843,0.043726084,0.027291892,0.068095485,,
36.03426119,0.613334925,0.075941866,0.217646938,2.850855382,0.032431351,0.021253131,0.047654099,,
14.68090043,0.683890027,0.015910093,0.088672639,2.841094852,0.023936936,0.015000726,0.038153382,,
73.08915554,0.621405235,0.159108309,0.441458499,2.910731788,0.048876863,0.029177249,0.075614048,,
20.31576916,0.698473924,0.025600062,0.122707246,2.849391168,0.025527946,0.015930807,0.041118643,,
47.35577886,0.66201215,0.118459199,0.286028904,2.866100454,0.034203697,0.023232262,0.051364193,,
11.52144587,0.727271504,0.013428385,0.069589533,2.857003441,0.024553814,0.013022893,0.04356901,,
42.71811509,0.71629815,0.101450705,0.258017415,2.860435783,0.029385599,0.018447342,0.047388464,,
50.23273441,0.707913847,0.128265351,0.303405716,2.863402298,0.031335402,0.020151583,0.049468821,,
40.1331564,0.704234693,0.091609915,0.242404265,2.85954004,0.029591167,0.019240738,0.046763309,,
6.253814228,0.682411939,0.014942379,0.037773038,2.834417528,0.021636587,0.012569994,0.035650294,,
43.64451275,0.604709272,0.104932742,0.263612857,2.864046994,0.036607221,0.023090473,0.054667713,,
42.20485591,0.697194185,0.099509075,0.25491733,2.860494913,0.030427088,0.020153143,0.047416068,,
23.54582496,0.667853091,0.033679752,0.142216783,2.843359451,0.026324428,0.017759485,0.039990017,,
82.94414397,0.668262713,0.12940292,0.50098263,2.898974872,0.044820458,0.028314086,0.069261164,,
37.60130994,0.654175854,0.081910704,0.227111912,2.855734587,0.03133592,0.021551776,0.046568966,,
77.77042166,0.739763434,0.149229101,0.469733347,2.857542599,0.03132797,0.015351634,0.05482124,,
9.869744667,0.634014617,0.013099621,0.059613258,2.815850076,0.020747697,0.012782233,0.031530563,,
28.69895558,0.644462097,0.049471091,0.173341692,2.843989949,0.028363445,0.019534199,0.041798014,,
15.86977684,0.745049146,0.017427548,0.095853452,2.863839611,0.025496754,0.012792531,0.046096896,,
36.75697091,0.721259921,0.078688291,0.222012104,2.859228178,0.02818089,0.017225785,0.046311505,,
10.04730185,0.597391846,0.013101239,0.060685703,2.800251923,0.019432866,0.010539498,0.030706297,,
39.69313253,0.736190343,0.089924364,0.23974652,2.860156775,0.02785851,0.015988199,0.047274142,,
31.84836691,0.63046632,0.060425952,0.192364136,2.846070419,0.02995896,0.020354971,0.043873132,,
20.09835425,0.705043103,0.025116226,0.12139406,2.851243824,0.025530115,0.015603256,0.041661309,,
57.79614708,0.681258176,0.149538296,0.349088728,2.872356686,0.035611907,0.023705805,0.054313708,,
85.58203393,0.678727929,0.115308123,0.516915485,2.894912305,0.043656551,0.027522359,0.067849715,,
18.64021262,0.706908558,0.022084853,0.112586884,2.851235299,0.025260071,0.015243657,0.041665051,,
64.06117559,0.627437437,0.16004357,0.386929501,2.894249397,0.044037507,0.027416378,0.067383067,,
66.81428003,0.61994431,0.162003243,0.403558251,2.901136439,0.046231298,0.027999641,0.071106292,,
44.83084648,0.696637602,0.109339687,0.270778313,2.861901575,0.031053138,0.020591844,0.048182856,,
80.79015115,0.640414128,0.138868724,0.487972513,2.912520568,0.049030732,0.029953148,0.075982731,,
86.97510595,0.746746652,0.106700842,0.52532964,2.852446271,0.030856975,0.012810974,0.056671292,,
32.60218068,0.665455242,0.06315474,0.196917171,2.85150798,0.029227908,0.020062295,0.043872294,,
58.59299682,0.612564496,0.151286994,0.353901701,2.889543126,0.043273864,0.026509909,0.065994103,,
59.59913561,0.70191284,0.153335375,0.359978779,2.868450865,0.03380159,0.021767471,0.052857708,,
36.32719736,0.642838386,0.077053524,0.219416272,2.853480911,0.031353097,0.021489447,0.046268472,,
28.5111967,0.618320204,0.048844569,0.172207628,2.83903006,0.028754968,0.019203623,0.041940605,,
84.03697784,0.660991315,0.123906182,0.507583346,2.90440591,0.046506386,0.029109149,0.072029261,,
71.09833944,0.745232986,0.161225094,0.42943397,2.855749218,0.029888929,0.014462056,0.052642212,,
10.30181094,0.659218598,0.013117928,0.062222938,2.827319382,0.021863046,0.013729355,0.033901387,,
10.78956644,0.649245134,0.01319672,0.065168981,2.823589971,0.021672424,0.013683337,0.033145222,,
83.0288492,0.664365594,0.128993864,0.501494249,2.901355321,0.045556178,0.028659087,0.070452532,,
7.326878852,0.597085204,0.01401126,0.044254348,2.794987986,0.017990565,0.009014329,0.029407661,,
61.95792116,0.615910599,0.157389709,0.374225844,2.894396115,0.04448994,0.027151231,0.068047322,,
20.40824222,0.727409371,0.025808281,0.123265783,2.857967702,0.02574189,0.014483191,0.044138577,,
3.166680847,0.747382155,0.019558896,0.019126752,2.866941871,0.024617159,0.010613667,0.04685535,,
5.367379147,0.619775695,0.015967894,0.03241897,2.802530517,0.018140309,0.009881845,0.028725274,,
33.61698933,0.678526573,0.066880191,0.203046616,2.853928634,0.029119658,0.019775182,0.044443487,,
6.982960652,0.745561482,0.014273284,0.042177082,2.865379488,0.024809844,0.011413255,0.046330712,,
53.69752799,0.619564062,0.138956101,0.324333069,2.879884208,0.040272334,0.02544809,0.06086634,,
58.25290602,0.624189776,0.150554014,0.351847552,2.886197778,0.041862841,0.026376087,0.063635357,,
33.61217148,0.739412625,0.066862376,0.203017516,2.860640099,0.027102955,0.015170751,0.046676426,,
66.85902681,0.705004998,0.162019996,0.403828522,2.870694157,0.034914047,0.022022196,0.055105136,,
44.10382682,0.618846016,0.10664662,0.266387114,2.864366279,0.035923335,0.023345141,0.053323069,,
38.72056531,0.65642746,0.086196359,0.233872214,2.857083217,0.031622788,0.021758661,0.047063964,,
36.62892799,0.603955603,0.078200802,0.221238725,2.851226658,0.033110694,0.021181911,0.048870524,,
38.79958386,0.662523691,0.086499237,0.234349487,2.857399413,0.031353128,0.021588648,0.046825793,,
87.10988849,0.716241473,0.105824104,0.526143727,2.871940941,0.036794696,0.021067604,0.060775057,,
61.3266354,0.681398052,0.15641187,0.370412878,2.874974047,0.036556761,0.024160071,0.055818761,,
28.36888624,0.695941994,0.048371938,0.171348073,2.853002109,0.027346394,0.017760328,0.043341524,,
66.04738832,0.646053213,0.161639213,0.398926225,2.890789337,0.042464631,0.027353613,0.064659624,,
29.72406495,0.620313205,0.052948418,0.179533352,2.841320706,0.029272587,0.019631851,0.042731649,,
11.3143417,0.597240955,0.013349183,0.068338624,2.802577456,0.020092889,0.011225925,0.031367448,,
42.78243217,0.722996201,0.101693435,0.25840589,2.860331014,0.028989512,0.017713342,0.047489757,,
67.59214732,0.694263449,0.162222665,0.40825657,2.8749474,0.036516641,0.023563089,0.056737178,,
33.98939198,0.630882385,0.068260583,0.205295928,2.849227735,0.03085531,0.020943217,0.045165659,,
78.22567278,0.660308324,0.147876371,0.472483064,2.898673145,0.044683785,0.028342879,0.068830145,,
34.82574337,0.719904573,0.0713833,0.21034749,2.858738197,0.027937737,0.017117986,0.045774821,,
31.4855123,0.679021749,0.059125432,0.190172494,2.852324176,0.028508607,0.019275001,0.043657469,,
89.84195225,0.641904877,0.086330219,0.542645392,2.92369244,0.052307235,0.031235204,0.08175153,,
43.42248207,0.636773911,0.10410112,0.262271792,2.862772564,0.034486267,0.023151775,0.05114688,,
72.46990887,0.629060742,0.159893278,0.43771825,2.906351879,0.047446742,0.028920327,0.07315824,,
